rotten_tomatoes_link,critic_name,top_critic,publisher_name,review_type,review_score,review_date,review_content
m/you_me_and_dupree,Bruce Kirkland,False,Jam! Movies,Rotten,2/5,2006-07-14,"Without core chemistry, the already flimsy plot is unbelievable. Without any sexual tension, the fate of the Hudson-Dillon marriage is irrelevant. Without any reason for Wilson to cut up and caper, why watch him do it?"
m/you_me_and_dupree,Amy Biancolli,True,Houston Chronicle,Fresh,2.5/4,2006-07-14,"You, Me & Dupree is best when Wilson is on-screen, mucking around with exquisite deadbeat timing, baring his all -- or his almost -- as the situation demands."
m/you_me_and_dupree,Susan Granger,False,Modamag.com,Fresh,7/10,2006-07-14,"It's fast-paced amusing fluff if you wanna, ""Stay loose, stay liquid and laugh a lot."""
m/you_me_and_dupree,Liam Lacey,True,Globe and Mail,Rotten,2.5/4,2006-07-14,"Director brothers Anthony and Joe Russo manage to keep the pace moving for the first two-thirds, steering clear of overt touchy-feeliness or extreme gross-outs. Then they suddenly lose their grip, and Wilson's good 20 minutes is up."
m/you_me_and_dupree,Tom Long,True,Detroit News,Rotten,D+,2006-07-14,"You, Me and Dupree is lazy, obvious, never emotionally real and, most unfortunately, sporadically funny at best. It's a movie you've seen before and you've seen done better. Owen, it's time to grow up."
m/you_me_and_dupree,Terry Lawson,True,Detroit Free Press,Rotten,2/4,2006-07-14,"If you've seen the trailer, you've seen only half the movie -- and all the jokes."
m/you_me_and_dupree,Jeff Vice,False,Deseret News (Salt Lake City),Rotten,2/4,2006-07-14,"In You, Me and Dupree, Owen Wilson plays a freeloading houseguest who wears out his welcome after one day. The film wears out its welcome considerably sooner than that."
m/you_me_and_dupree,Carol Cling,False,Las Vegas Review-Journal,Rotten,C,2006-07-14,"As Benjamin Franklin once observed, houseguests -- like fish -- begin to smell after three days. In [this] case, however, it takes less than two hours."
m/you_me_and_dupree,Angela Baldassarre,False,Sympatico.ca,Rotten,,2006-07-14,"Little more than a compendium of sight gags that amount to the odd burst of laughter, ""You, Me and Dupree"" would be unwatchable if not for its formidable cast."
m/you_me_and_dupree,Danny Minton,False,Beaumont Journal,Rotten,D+,2006-07-14,Every situation is completely contrived and almost wants to prove it to you.
m/you_me_and_dupree,Jeffrey M. Anderson,False,Combustible Celluloid,Rotten,1.5/4,2006-07-14,"It stages its jokes externally, such as smashing bikes, spilling on skateboards, and catching on fire -- all the better if accompanied by a hot soundtrack hit."
m/you_me_and_dupree,Rob Thomas,False,"Capital Times (Madison, WI)",Rotten,2/4,2006-07-14,Even the name of the movie sounds like an NBC sitcom from the mid 1990s.
m/you_me_and_dupree,Robert Denerstein,True,Denver Rocky Mountain News,Rotten,C-,2006-07-14,"You, Me and Dupree mostly sputters."
m/you_me_and_dupree,Lisa Kennedy,True,Denver Post,Rotten,2/4,2006-07-14,"When he's firing on all cylinders, Wilson plays the trickster catalyst, the knowing knave with charming lassitude. Now if only his accidental sage can find a fable worth his goofball wisdom."
m/you_me_and_dupree,Philip Wuntch,True,Dallas Morning News,Rotten,C,2006-07-14,"You, Me and Dupree features three first-rate actors in need of a first-rate movie."
m/you_me_and_dupree,Mary F. Pols,False,Contra Costa Times,Rotten,2.5/4,2006-07-14,"You, Me and Dupree, a houseguest-from-hell tale, is an amiable comedy, but patched together from the plots of so many other movies, recent and otherwise, as to create a distracting sense of deja vu throughout."
m/you_me_and_dupree,Jim Emerson,True,Chicago Sun-Times,Rotten,2/4,2006-07-14,"You, Me and Dupree has the feel of a film that could have gone in any number of directions, and perhaps at one time went in all of them."
m/you_me_and_dupree,Bridget Byrne,False,Boxoffice Magazine,Rotten,2/5,2006-07-14,"Dupree's presence is annoying and disruptive, but not remotely convincing as a legitimate catalyst for exposing anything insightful, amusing or charming about modern relationships."
m/you_me_and_dupree,Wesley Morris,True,Boston Globe,Rotten,1.5/4,2006-07-14,Wilson is the most intolerable of all. Watching him slack his way through this movie made me feel like Lou Dobbs. I didn't like Dupree. I wanted him deported.
m/you_me_and_dupree,John Wirt,False,"Advocate (Baton Rouge, LA)",Rotten,5/10,2006-07-14,Owen Wilson crashes a marriage.
m/you_me_and_dupree,John Beifuss,False,"Commercial Appeal (Memphis, TN)",Rotten,2/4,2006-07-14,"Dupree's actions seem to be those of an extreme closet case, complete with an Audrey Hepburn fixation and a don't-ask/don't-tell obsession for his best friend."
m/you_me_and_dupree,Rob Vaux,False,Flipside Movie Emporium,Rotten,C-,2006-07-14,"A video-store leftover, suitable only for viewers who have nothing better to do."
m/you_me_and_dupree,Sean P. Means,False,Salt Lake Tribune,Rotten,1.5/4,2006-07-14,"Even with Wilson's considerable charms trying to give [Dupree] depth, you wouldn't ... want to spend two hours with him in a darkened movie theater."
m/you_me_and_dupree,Cherryl Dawson and Leigh Ann Palone,False,TheMovieChicks.com,Fresh,3.5/5,2006-07-14,You probably wouldn't want Dupree as a long-term houseguest but in small doses his 'ness' is kinda fun.
m/you_me_and_dupree,Brett Buckalew,False,FilmStew.com,Rotten,,2006-07-14,"A braver, more female-empowering movie would have Molly come to her senses and realize that Dupree, hygiene and career problems aside, is twice the catch that Carl is."
m/you_me_and_dupree,Sara Michelle Fetters,False,MovieFreak.com,Rotten,2/4,2006-07-14,"This movie is nothing more than a classily cast disaster, a Something About Mary meets Meet the Parents train wreck we've seen too many times before."
m/you_me_and_dupree,Jeffrey Westhoff,False,"Northwest Herald (Crystal Lake, IL)",Rotten,2/4,2006-07-14,"When your straight man gets more laughs than you, it's time to modify your act."
m/you_me_and_dupree,Larry Ratliff,False,San Antonio Express-News,Fresh,3/4,2006-07-14,"I haven't seen it in the movie ads yet, but Brian 'Kato' Kaelin (O.J. Simpson's infamous houseguest) is sure to proclaim You, Me and Dupree 'the best film of the year.'"
m/you_me_and_dupree,Kurt Loder,False,MTV,Rotten,2/4,2006-07-14,"Owen Wilson delivers, of course — but he delivers what he always does: a blue-eyed, fluffy-haired amiability that's pretty much irresistible, and the picture is as light and insubstantial as an empty éclair."
m/you_me_and_dupree,Eugene Novikov,False,Film Blather,Fresh,B-,2006-07-14,"Tells a story I recognized with characters I liked, and that earns higher marks than simply parading Owen Wilson around for 108 minutes."
m/you_me_and_dupree,Jon Niccum,False,Lawrence Journal-World,Rotten,2/4,2006-07-14,It simply fades into Wilson's growing résumé of watchable but unremarkable comedies.
m/you_me_and_dupree,Cynthia Fuchs,False,PopMatters,Rotten,,2006-07-14,This impossible place%u2014most desired object and least elucidated subject%u2014makes Molly typical of the women in white guy romcoms.
m/you_me_and_dupree,James Sanford,False,Kalamazoo Gazette,Rotten,2.5/4,2006-07-14,"brings together an exceptionally gifted cast and asks the actors to work wonders with mediocre material. Often they succeed, although not often enough to make the film a must-see..."
m/you_me_and_dupree,Daniel M. Kimmel,False,Worcester Telegram & Gazette,Rotten,1.5/4,2006-07-14,"...a movie that fails for much the same reason the 2003 Ben Stiller/Drew Barrymore vehicle Duple"" did."
m/you_me_and_dupree,Kevin Carr,False,7M Pictures,Rotten,2/5,2006-07-14,"The story has a strong 'been there, done that' feel to it."
m/you_me_and_dupree,Jeffrey Chen,False,Window to the Movies,Rotten,5/10,2006-07-14,"Feels like an afterthought, a trial-and-error effort in the search for the ideal Owen Wilson solo vehicle."
m/you_me_and_dupree,Dave White,False,Movies.com,Rotten,2/4,2006-07-14,"Are you in total mushy love with Wilson, a k a the ""Butterscotch Stallion""? Then you'll dig every moment of this failure of a comedy. Seriously, if you aren't, like, the president of his fan club..."
m/you_me_and_dupree,Harvey S. Karten,False,Compuserve,Fresh,B,2006-07-15,"You've seen this kind of situation before, but Owen Wilson gets the warhorse new life."
m/you_me_and_dupree,Fred Topel,False,Can Magazine,Rotten,,2006-07-15,The movie can't even decide who's doing what to whom by the end. Molly throws Carl out at one point and then he comes back to apologize for walking out. That's because they don't know how to end a movie unless someone is apologizing for something.
m/you_me_and_dupree,Sean McBride,False,Sean the Movie Guy,Rotten,1.5/4,2006-07-15,"We've seen this all before, and quite frankly; it's starting to get a bit boring."
m/you_me_and_dupree,Eric Lurio,False,Greenwich Village Gazette,Rotten,2/5,2006-07-15,"we get a whole season's worth of sitcom in an less than two hours, whether or not this is a good thing is a quandary."
m/you_me_and_dupree,Jason Zingale,False,Bullz-Eye.com,Rotten,1/5,2006-07-15,"None of the characters are fleshed out in any way, and the whole married-men-are-eunuchs subtext is just lazy."
m/you_me_and_dupree,Mike Ward,False,Richmond Times-Dispatch,Rotten,,2006-07-16,"In a year that already underwhelmed us with Failure to Launch, it's a lot to ask audiences to take in another raunchy comedy highlighting the slacker lifestyle. (If we want to watch a truly skilled underachiever, we'll watch Lebowski again)"
m/you_me_and_dupree,Betty Jo Tucker,False,ReelTalk Movie Reviews,Fresh,,2006-07-17,"Forget those awful previews. 'You, Me and Dupree' is a rather sweet little movie focusing on friendship, love, life goals, and being true to oneself."
m/you_me_and_dupree,Pete Vonder Haar,False,Film Threat,Rotten,1.5/5,2006-07-17,Hectoring his wife for liking pretty boys sounds hollow coming from the guy who launched a thousand Tiger Beats in the late '70s and early '80s.
m/you_me_and_dupree,Mike McGranaghan,False,Aisle Seat,Rotten,2/4,2006-07-18,"Like the main character, the movie is okay at first but eventually wears out its welcome."
m/you_me_and_dupree,Mark Palermo,False,"The Coast (Halifax, Nova Scotia)",Rotten,,2006-07-18,"You, Me and Dupree doesn't risk failure, so it amounts to nothing."
m/you_me_and_dupree,Thomas Delapa,False,Boulder Weekly,Rotten,1.5/4,2006-07-18,"Russo and Russo can't decide whether they're making a sentimental farce about male friendship or a raunchy comedy spiced up with porn. The latter wins out, though the audience is the loser."
m/you_me_and_dupree,Scott Nash,False,Three Movie Buffs,Rotten,2/4,2006-07-18,"It is only because of Wilson's charm that this movie manages to entertain as much as it does, which is just barely enough."
m/you_me_and_dupree,Matt Brunson,False,Creative Loafing,Rotten,1/4,2006-07-19,Inflicting pain -- both on its characters and on hapless audience members -- seems to be the play of the day as far as this cesspool of a movie is concerned.
m/you_me_and_dupree,Ken Hanke,False,"Mountain Xpress (Asheville, NC)",Rotten,0.5/5,2006-07-19,"When our screening started, there were 12 people and a dog in attendance. Before it was over our number had dwindled by nine, and the dog had fallen asleep."
m/you_me_and_dupree,Steven Snyder,False,Zertinet Movies,Rotten,0.5/4,2006-07-19,I wouldn't want to spend five minutes with these people in a cab. Not an hour together for dinner. And sure as hell not two hours together in a movie theater.
m/you_me_and_dupree,Brian Orndorf,False,FilmJerk.com,Rotten,D-,2006-07-19,"In terms of actual laughs, this is somewhere between a scorching STD and a sleepy corporate-gig Dennis Miller show."
m/you_me_and_dupree,Mark Pfeiffer,False,Reel Times: Reflections on Cinema,Rotten,C-,2006-07-20,"Unfortunately for You, Me and Dupree, it's easier to invest patience in people stumbling to find focus and purpose than films searching for the same things."
m/you_me_and_dupree,Steve Schneider,False,Orlando Weekly,Rotten,1.5/5,2006-07-20,"Laugh-free, derivative, punishingly long 'comedy.'"
m/you_me_and_dupree,Urban Cinefile Critics,False,Urban Cinefile,Fresh,,2006-07-21,"With its smart script and an ultra-likeable cast, You Me and Dupree is funny and wacky with plenty of heart, shifting focus beyond expectations ... The best part is the way the relationships between the three central characters change."
m/you_me_and_dupree,Brian Gibson,False,"Vue Weekly (Edmonton, Alberta)",Rotten,,2006-07-22,"Only good when Wilson's around . . . in the end, the hints of misogyny and the suggestions of middle-class hollowness just blow away in a puff of cheery goodwill."
m/you_me_and_dupree,Jonathan W. Hickman,False,Entertainment Insiders,Rotten,1.5/4,2006-07-22,A terribly mediocre film that squanders the talent of its stars on a story that could have been funny and even thoughtful.
m/you_me_and_dupree,Michael Dequina,False,TheMovieReport.com,Rotten,2/4,2006-07-23,"Remarkably forced--ironic, considering it's a starring vehicle for an actor whose most defining quality is his laid-back, unaffected demeanor."
m/you_me_and_dupree,James Kendrick,False,Q Network Film Desk,Rotten,2.5/5,2006-07-23,"Unfortunately, directors Anthony and Joe Russo sometimes push the jokes too hard, relying on tired physical comedy and easy visual jokes."
m/you_me_and_dupree,Jonathan R. Perry,False,Tyler Morning Telegraph (Texas),Rotten,2/4,2006-07-26,This 'comedy' is so clumsily executed and wheezy it's a wonder anyone had the resolve to finish it.
m/you_me_and_dupree,Michael Clawson,False,West Valley View,Fresh,3/5,2006-07-27,Low IQs plague otherwise funny Wilson vehicle ...
m/you_me_and_dupree,Rich Cline,False,Shadows on the Wall,Rotten,2/5,2006-07-27,The filmmakers can't get the balance right between comedy and cruelty.
m/you_me_and_dupree,Audrey Rock-Richardson,False,Tooele Transcript-Bulletin (Utah),Fresh,,2006-07-28,"I laughed, but it was at the expense of my pride."
m/you_me_and_dupree,Garry Maddox,True,Sydney Morning Herald,Rotten,2/5,2006-07-28,"Wilson riffs hard and has his moments, but can't save a comedy with not enough laughs."
m/you_me_and_dupree,Ross Anthony,False,Hollywood Report Card,Rotten,1/4,2006-07-29,"Although it ends well (or at least pretty good), the film can't seem to make spark in its bulk. During the first half, I laughed twice. That said, it wasn't because of Wilson."
m/you_me_and_dupree,Hap Erstein,True,Atlanta Journal-Constitution,Rotten,,2006-08-06,"You, Me and Dupree overstays its welcome but a compilation reel of Wilson's scenes would make for fairly funny viewing."
m/you_me_and_dupree,Peter Canavese,False,Groucho Reviews,Rotten,2/4,2006-08-08,What About Bob this ain't.
m/you_me_and_dupree,Ted Murphy,False,Murphy's Movie Reviews,Rotten,D,2006-08-09,"YOU, ME AND DUPREE is another in a long line of mediocre films to be released in 2006."
m/you_me_and_dupree,Lori Hoffman,False,Atlantic City Weekly,Fresh,2.5/4,2006-08-17,"Despite the clashing comedic styles, a game cast ... finds a few nuggets of truth and warmth, and several full-tilt belly laughs."
m/you_me_and_dupree,Greg Maki,False,"Star-Democrat (Easton, MD)",Rotten,1/4,2006-08-22,... As stale and formulaic as it gets.
m/you_me_and_dupree,Stella Papamichael,True,BBC.com,Fresh,3/5,2006-08-22,"It's not seamless, but Wilson fans can safely roll out the welcome mat."
m/you_me_and_dupree,Trevor Johnston,True,Time Out,Rotten,,2006-08-24,"A bit dull, since Dillon's constrained playing the straight guy, Hudson has little to work with, and Douglas looks bored."
m/you_me_and_dupree,Matthew Turner,False,ViewLondon,Fresh,3/5,2006-08-24,"Enjoyable comedy with Owen Wilson on fine comic form, this is a lot better than its trailer suggests."
m/you_me_and_dupree,David Edwards,False,Daily Mirror (UK),Rotten,3/5,2006-08-25,"There's the odd giggle, but nowhere near enough to keep things going."
m/you_me_and_dupree,Philip French,True,Guardian,Rotten,,2006-08-26,A dire cuckoo-in-the-nest comedy.
m/you_me_and_dupree,Jim Chastain,False,Norman Transcript,Fresh,B-,2006-08-30,An oddly likeable film that grows on you if you're willing to stick with it.
m/you_me_and_dupree,Christopher Smith,False,Bangor Daily News (Maine),Rotten,C-,2006-08-30,"Between us, let's just forget the movie."
m/you_me_and_dupree,,False,Empire Magazine,Rotten,2/5,2006-09-01,Wilson goes from crashing weddings to crashing newlyweds in a comedy that's as tired as week-old wedding cake.
m/you_me_and_dupree,Brent Simon,False,Now Playing Magazine,Fresh,,2006-09-17,"Owen Wilson just does what he does, and allows you to take it or leave it. You, Me and Dupree, then, suffers a slow start and trades too frequently in broad, garish strokes before rallying with some late atypical turns."
m/you_me_and_dupree,Michael A. Smith,False,Nolan's Pop Culture Review,Fresh,3/4,2006-12-13,"...Seth Rogen, so funny in ""The 40-Year Old Virgin,"" gets laughs as a husband who doesn't realize he's henpecked."
m/you_me_and_dupree,Joe Lozito,False,Big Picture Big Sound,Rotten,2.5/4,2007-07-14,"While Mr. Wilson is a likeable guy in small (re: supporting) doses, a whole movie's worth of his shtick can become tiresome."
m/you_me_and_dupree,Jim Lane,False,Sacramento News & Review,Rotten,1/5,2008-08-07,"This is one of the worst scripts in the history of major-studio motion pictures: inconsistent, undeveloped, predictable, poorly thought-out -- hopeless on every level."
m/you_me_and_dupree,Kit Bowen,False,Hollywood.com,Rotten,2/5,2008-11-20,...playing off someone slightly wackier than himself is really Wilson's forte and in trying to carry a whole comedy on his own he's not nearly as successful...It also doesn't help that Hudson and Dillon aren't able to pick up the slack.
m/you_me_and_dupree,Devin Faraci,False,CHUD,Rotten,,2009-02-27,"The film is a mishmash of half-baked jokes, sitcom scenarios and Owen Wilson attempting to float by on his charm."
m/you_me_and_dupree,Fernando F. Croce,False,CinePassion,Rotten,,2009-08-30,Not a single laugh here
m/you_me_and_dupree,Joshua Starnes,False,ComingSoon.net,Rotten,6/10,2010-12-28,"You, Me and Dupree is an inconsistent trifle - by turns cute and annoying - and not much more."
m/you_me_and_dupree,Joel Siegel,False,Good Morning America,Rotten,C+,2018-01-05,The situations in this sitcom never get as funny as they should.
m/you_me_and_dupree,Leah Rozen,False,People Magazine,Rotten,,2020-04-22,"You, Me and Dupree is a slight, meandering comedy that, much like Dupree on his wobbly bicycle, spins its wheels but doesn't get far."
m/you_me_and_dupree,Ali Gray,False,TheShiznit.co.uk,Rotten,2/5,2020-04-22,"You, Me And Dupree is a film that is almost instantly forgettable. Even now, a few hours after watching it, I'm struggling to remember character names..."
m/you_me_and_dupree,John Ferguson,False,Radio Times,Rotten,2/5,2020-04-22,"Owen Wilson's laid-back slacker charm isn't enough to carry this flimsy, contrived comedy vehicle..."
m/you_me_and_dupree,Richard Propes,False,TheIndependentCritic.com,Rotten,2.5/4,2020-09-27,Hudson isn't quite able to carry the film alone.
m/you_might_be_the_killer,Hazem Fahmy,False,Film Inquiry,Rotten,,2018-09-25,The film's methodical deconstruction of slasher tropes quickly proves mechanical.
m/you_might_be_the_killer,Rob Hunter,False,Film School Rejects,Fresh,,2018-09-26,A (very) slight diversion for casual horror fans.
m/you_might_be_the_killer,Amelia Emberwing,False,Birth.Movies.Death.,Fresh,,2018-09-27,"You Might Be the Killer isn't perfect by any stretch, but it'll do the trick if you're looking for some lighthearted slasher fun."
m/you_might_be_the_killer,Deirdre Crimmins,False,Rue Morgue Magazine,Fresh,,2018-09-27,"Twitter inspired films might just be a new ground for hive brainstorming and vetting ideas. If both YOU MIGHT BE THE KILLER and TUSK are indicative of what can be brought together through this platform, then I say keep it up."
m/you_might_be_the_killer,Tasha Robinson,False,The Verge,Fresh,,2018-10-05,"This isn't challenging filmmaking, but for what it is - a shared social-media joke turned into a shared cultural joke - it's a pretty diverting way for horror fans to spend about 90 minutes."
m/you_might_be_the_killer,Eve Tushnet,False,Patheos,Rotten,,2018-10-10,"You could have made a movie about the genuine tragedy of a man realizing he's become an abuser (you could have made a comedy about that!), and instead you totally made a movie about how a man's violence is a woman's fault."
m/you_might_be_the_killer,David Nusair,False,Reel Film Reviews,Rotten,1.5/4,2018-10-20,...a progressively repetitive midsection that highlights the decidedly one-note bent of the movie's storyline...
m/you_might_be_the_killer,Trace Thurman,False,Bloody Disgusting,Rotten,2.5/5,2018-10-31,Anyone who has seen a few horror films will most likely feel talked down to by some of the jokes in the film.
m/you_might_be_the_killer,Haleigh Foutch,False,Collider,Fresh,B-,2018-11-12,"You Might Be the Killer can't quite match the greatness of Cabin in the Woods or the heart of The Final Girls, but it's a solid if slight piece of slasher comedy that's made with love, for the people who love the genre."
m/you_might_be_the_killer,Shaun Munro,False,Flickering Myth,Fresh,3/5,2018-11-16,Probably better than any movie adapted from a string of tweets ever should be.
m/you_might_be_the_killer,Craig Mathieson,False,The Sunday Age,Fresh,3/5,2018-11-27,"A blood-soaked American recreation of a summer camp slaughter - first to arrive adult counsellors only - that hits all the genre's marks even as it drily sends up the masked killer, his archetypal victims, and harried target."
m/you_might_be_the_killer,Andrew Wyatt,False,The Lens,Rotten,C,2019-01-04,"This feature doesn't have much up its sleeve other than low-budget gore, pointless structural zig-zagging, and trite, overwritten cleverness."
m/you_might_be_the_killer,Joe Lipsett,False,Queer.Horror.Movies.,Fresh,3.5/5,2019-02-03,Ultimately You Might Be The Killers overstays its welcome and sputters to a (foregone) conclusion that relies too much on unearned audience investment in secondary characters who are little more than types.
m/you_might_be_the_killer,Amie Simon,False,I Love Splatter,Fresh,,2019-03-03,"... great tribute to 80s slashers with lots of inside jokes and some awesome bloody splatter - and honestly, watching Fran Kanz & Alyson Hannigan do ANYTHING is delightful."
m/you_might_be_the_killer,Kimberley Elizabeth,False,Nightmare on Film Street,Rotten,4/10,2019-04-09,"Every scene we're reminded that Cabin in the Woods exists, and that we should go watch it. Perhaps instead."
m/you_might_be_the_killer,Carolyn Mauricette,False,Cinema Axis,Rotten,,2019-05-16,"There were some cute moments, but overall, the film was far too broad, and I felt at one point it could better serve as an interactive stage play with its over the top physicality and splatter count."
m/you_might_be_the_killer,Matt Donato,False,Slashfilm,Fresh,7/10,2019-05-27,"Brett Simmons' You Might Be The Killer is not Cabin In The Woods 2.0, but that doesn't stop stay-up-late genre manipulation from scoring uptempo campfire thrills."
m/you_might_be_the_killer,Dan Tabor,False,Cinapse,Rotten,,2020-05-29,"You Might Be the Killer is fun, yet forgettable, and that's a shame for the two leads who in my mind deserve better than the quirky characters roles they are resigned to."
m/you_might_be_the_killer,Ryan Larson,False,Ghastly Grinning,Fresh,,2020-06-24,"You Might Be The Killer is a must watch, blood soaked love letter to the genre that proves the slasher is far from dead."
m/you_might_be_the_killer,Scott Phillips,False,The Movie Isle,Fresh,,2020-07-24,Horror fans won't be disappointed by the film. It will scratch that horror itch until something better comes along.
m/you_only_live_twice,Scott Nash,False,Three Movie Buffs,Rotten,2/4,1967-06-13,There are so many questions that the script never answers.
m/you_only_live_twice,John J. Puccio,False,Movie Metropolis,Rotten,6/10,2000-01-01,...one that some connoisseurs consider a high point in the series and others think is a miss. I favor the latter view.
m/you_only_live_twice,Steve Rhodes,False,Internet Reviews,Fresh,3/4,2000-01-01,"None of Dahl's gifts for dark humor or sparkling writing is evident. Although the script is good, it is a direct descendent of all of the preceding Bond scripts and breaks no new ground."
m/you_only_live_twice,Ryan Cracknell,False,Apollo Guide,Fresh,78/100,2000-01-01,"Although some may think it's a little too light, the action and soundtrack place this one near the top in the entire Bond series."
m/you_only_live_twice,Ian Nathan,False,Empire Magazine,Fresh,5/5,2000-01-01,"Sean Connery may have been eying retirement, but he and Bond were by now moulded together, his sleek machismo indelibly imprinted on 007 forever."
m/you_only_live_twice,James Berardinelli,True,ReelViews,Rotten,2.5/4,2000-01-01,"The plot is the problem. It stretches the limits of credibility, even as that word is applied to Bond movies."
m/you_only_live_twice,Ali Barclay,True,BBC.com,Rotten,2/5,2001-07-25,"While Dahl clearly helped thrust Bond into a whole new world of villainy and technology, maybe his concepts were slightly ahead of themselves, or maybe he just tried too hard."
m/you_only_live_twice,James Sanford,False,Kalamazoo Gazette,Fresh,3/5,2002-07-29,"""great theme song, eye-pleasing scenery"""
m/you_only_live_twice,Rob Blackwelder,False,SPLICEDWire,Fresh,4/5,2002-07-31,
m/you_only_live_twice,Jeffrey Westhoff,False,"Northwest Herald (Crystal Lake, IL)",Fresh,3/5,2002-09-19,"One of the weaker Bond films, but still entertaining."
m/you_only_live_twice,Jeffrey M. Anderson,False,San Francisco Examiner,Fresh,3/5,2002-12-11,
m/you_only_live_twice,Shannon J. Harvey,False,Sunday Times (Australia),Fresh,3/5,2003-02-04,
m/you_only_live_twice,Robert Roten,False,Laramie Movie Scope,Fresh,3/5,2003-09-20,
m/you_only_live_twice,,False,Austin Chronicle,Rotten,,2003-10-01,"Connery didn't want to play Bond anymore, and it shows in this forgettable picture."
m/you_only_live_twice,Tony Mastroianni,False,Cleveland Press,Fresh,,2003-11-20,You won't believe it but you may enjoy it.
m/you_only_live_twice,Michelle Alexandria,False,Eclipse Magazine,Fresh,3/5,2003-11-26,
m/you_only_live_twice,Daniel M. Kimmel,False,Worcester Telegram & Gazette,Fresh,4/5,2004-02-27,
m/you_only_live_twice,Roger Ebert,True,Chicago Sun-Times,Rotten,2.5/4,2004-10-23,This one is top-heavy with gadgets but weak on plotting and getting everything to work at the same time.
m/you_only_live_twice,Tony Medley,False,tonymedley.com,Fresh,3/5,2004-10-29,
m/you_only_live_twice,Thomas Delapa,False,Boulder Weekly,Rotten,2/5,2005-02-04,
m/you_only_live_twice,Leo Goldsmith,False,Not Coming to a Theater Near You,Fresh,,2005-03-22,"Blofeld's volcano hideout is one of the most impressive of Ken Adam's sets for the franchise, and it is a pleasure to watch it be completely destroyed."
m/you_only_live_twice,Scott Weinberg,False,eFilmCritic.com,Fresh,4/5,2005-04-03,"It isn't ""Thunderball"" and it sure isn't ""Goldfinger,"" but it IS old-school Connery Bond, so obviously it's a darn good time."
m/you_only_live_twice,Bosley Crowther,True,New York Times,Rotten,,2005-05-09,"This noisy and wildly violent picture... is evidently pegged to the notion that nothing succeeds like excess. And because it is shamelessly excessive, it is about a half-hour too long."
m/you_only_live_twice,John Wirt,False,"Advocate (Baton Rouge, LA)",Fresh,3/5,2005-06-10,A primetime Bond adventure + the best Bond movie theme of all time.
m/you_only_live_twice,Nigel Floyd,True,Time Out,Rotten,,2006-02-09,"Roald Dahl's implausible script is padded out with the usual exotic locations, stunts, and trickery."
m/you_only_live_twice,Christopher Null,False,Filmcritic.com,Fresh,4/5,2007-01-09,"Tons of fun, really, and Donald Pleasence as Blofeld is inimitable."
m/you_only_live_twice,Stefan Birgir Stefansson,False,sbs.is,Fresh,3/4,2008-02-07,The weakes Connery movie but still lots of fun
m/you_only_live_twice,Variety Staff,True,Variety,Fresh,,2008-07-22,Sean Connery plays 007 with his usual finesse.
m/you_only_live_twice,,False,TV Guide,Fresh,3/5,2008-07-22,"Sean Connery's disenchantment with his starring role is unmistakable in this, the fifth Bond spectacular."
m/you_only_live_twice,,False,Film4,Fresh,,2008-07-22,A well-crafted installment in the Bond series.
m/you_only_live_twice,Dave Kehr,True,Chicago Reader,Rotten,,2008-07-22,"Tired, poorly paced Bond from 1967, with Sean Connery displaying his discontent."
m/you_only_live_twice,,True,TIME Magazine,Rotten,,2008-10-13,There have been so many flamboyant imitations that the original looks like a copy.
m/you_only_live_twice,David Nusair,False,Reel Film Reviews,Fresh,2.5/4,2008-10-16,...an awfully minor entry within Connery's 007 run.
m/you_only_live_twice,Dennis Schwartz,False,Dennis Schwartz Movie Reviews,Fresh,B-,2009-02-14,It vainly tries to flash its escapist fun teeth with the usual implausible Bond plot.
m/you_only_live_twice,Tim Brayton,False,Antagony & Ecstasy,Fresh,8/10,2012-07-01,The one where the franchise became out-and-out ridiculous.
m/you_only_live_twice,Nick Rogers,False,The Film Yap,Fresh,4.5/5,2012-08-10,"What seems like a floundering follow-up to the canned, constrained ""Thunderball"" rights the ship with imaginative storytelling, impeccable production design and furious filmmaking flourishes that introduce the Bond hallmarks of stunts and spectacles."
m/you_only_live_twice,Austin Kennedy,False,Sin Magazine,Rotten,2.5/4,2012-10-21,the action scenes are quite enjoyable and the special effects are terrific. But the story is just so lazy and lackluster that I became uninterested during any scenes that didn't contain gunshots or explosions.
m/you_only_live_twice,,False,Total Film,Fresh,4/5,2012-10-23,"It's one of the series', and Connery's, best."
m/you_only_live_twice,Emanuel Levy,False,EmanuelLevy.Com,Fresh,B-,2012-11-17,"The fifth Bond film, with Agent 007 in the East, is not as good as the previous ones, but it still offers escapist entertainment."
m/you_only_live_twice,Jeffrey M. Anderson,False,Common Sense Media,Fresh,3/5,2014-03-13,"Sluggish Bond entry has cartoonish violence, stereotyping."
m/you_only_live_twice,Jeffrey Lyles,False,Lyles' Movie Files,Fresh,7.5/10,2014-05-31,"Another fun, exciting James Bond adventure even if it's the first of the initial five 007 outings that doesn't live up to series' expectations."
m/you_only_live_twice,MFB Critics,False,Monthly Film Bulletin,Fresh,,2015-10-23,"Whatever else one can say about the Bond films, their mechanical gimmicks run rings round anything offered by most of the other spy and secret agent films."
m/you_only_live_twice,Andrew Collins,False,Radio Times,Fresh,5/5,2015-10-27,This is one of the best of the Sean Connery Bond films.
